date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2018-02-16 13:01:06.017,516.89,519.98,503.0,505.55,883240.0,Sanjiv Bajaj is 2017’s EY Entrepreneur of the Year,"Sanjiv Bajaj, Managing Director, Bajaj Finserv, won the EY Entrepreneur of the Year 2017 award for solutions in lending, life and general insurance and wealth advisory, EY said in a press release her",neutral,positive,-2.193890382866756,negative,-1.9627085377821396,negative
2018-02-22 13:00:27.670,494.32,505.7,494.0,502.5,1359840.0,"Bajaj Finserv, Grasim and Titan to be part of Nifty 50 index from April 2","The three companies were being added as a substitute for Ambuja Cements, Aurobindo Pharma and Bosch; PNB has been excluded from the Nifty Mid-cap index",neutral,neutral,1.6547985110859376,positive,2.94991090873094,positive
2018-02-22 13:00:41.302,494.32,505.7,494.0,502.5,1359840.0,"Titan, Bajaj Finserv, Grasim up 1% on Nifty rejig","shares of Ambuja Cements, Aurobindo Pharma and Bosch slipped 1-2.5 percent as they were excluded from the Nifty 50 index.",positive,negative,1.6547985110859376,positive,2.94991090873094,positive
2018-02-22 13:02:34.451,494.32,505.7,494.0,502.5,1359840.0,"Jhunjhunwala's pet stock, Grasim & Bajaj Finserv gain on Nifty50 entry","Grasim Industries went up 1.27 per cent to hit a high of Rs 1,122.70.",positive,positive,1.6547985110859376,positive,2.94991090873094,positive
2018-02-23 13:02:22.986,494.32,505.7,494.0,502.5,1359840.0,Expect home insurance to be the next big product in general insurance: Bajaj Finserv,"Bajaj Finserv is set to follow in the footsteps of Bajaj Finance and be included in the Nifty. In an interview to CNBC-TV18, Sanjiv Bajaj, MD of Bajaj Finserv spoke about the latest happenings in the company and the sector.",neutral,neutral,1.6547985110859376,positive,2.94991090873094,positive
2018-05-16 23:01:50.125,537.0,560.9,528.2,555.8,3924280.0,"Bajaj Fin, Escorts, Central Bank results","Over 50 companies will declare their quarter/annual results on Thursday. These include Alembic, Adlabs Entertainment, Bajaj Finserv, Bajaj Finance, Bombay Burmah, Bliss GVS, Central Bank, Coffee Day,",neutral,neutral,3.500931098696453,positive,2.636720500457086,positive
2018-05-17 23:02:05.425,557.89,582.4,546.5,572.6,5874010.0,"Bajaj Finserv net up 28% on robust insurance, lending biz","  Non-banking financial services firm Bajaj Finserv (BFS) has posted a net profit of ₹685 crore, up 28 per cent, during the quarter ending March 31, 2018, against ₹534 crore in the year-ago period.The",positive,positive,2.636720500457086,positive,0.1743679163034001,neutral
2018-05-18 23:02:08.905,557.89,582.4,546.5,572.6,5874010.0,"Bajaj Finance, RCom, Voltas most active stocks in value terms","Bajaj Finance, Tech Mahindra, Bajaj Finserv were the top gainers in the Nifty pack of stocks.",neutral,positive,2.636720500457086,positive,0.1743679163034001,neutral
2018-05-22 13:01:49.565,594.9,596.0,577.0,578.0,1613920.0,"Bajaj Finance, Bajaj Finserv hit record highs in a flat market","Bajaj Finance hit a new high of Rs 2,177, surging 19% in past eight trading sessions, as compared to 2.2% decline in Sensex since May 10, 2018",positive,positive,-2.840813582114637,negative,0.9278350515463878,positive
2018-05-22 18:00:16.364,594.9,596.0,577.0,578.0,1613920.0,"Bajaj Finserv, Bajaj Finance hit 52-week highs on NSE","Bajaj Finserv and Bajaj Finance, both, have reported decent numbers for the March quarter of last fiscal.",positive,positive,-2.840813582114637,negative,0.9278350515463878,positive
2018-06-19 13:02:21.645,593.7,596.99,590.85,593.9,1492140.0,"Top intraday trading ideas for afternoon trade for Tuesday, 19 June 2018","Bajaj Finserv is a 'Buy' call with a target price of Rs 6,218 and a stop loss of Rs 5,820.",neutral,neutral,0.03368704733029,neutral,0.5218996475918802,neutral
2018-06-22 23:00:10.479,599.95,619.0,599.1,617.9,2422480.0,"Podcast | An evening walk down Dalal Street: Nifty reclaims 10,800; ICICI, BPCL, Bajaj Finserv rose 3-6 percent for the week","Sectorally, the Nifty Bank closed 1.3 percent higher for the week, followed by the Nifty Metal index which rose 3.1 percent, and the Nifty PSU Bank index gained 2.8 percent.",positive,positive,2.991915992999405,positive,-0.4354838709677492,neutral
2018-06-25 13:00:10.498,617.49,620.75,606.1,606.99,1647200.0,Market cap of Bajaj Finserv crosses Rs 1 trillion mark; stock hits new high,"Thus far in the current calendar year 2018, Bajaj Finserv has outperformed the market by surging 20% as compared to 4.5% rise in the S&P BSE Sensex.",positive,positive,-1.7004323956663263,negative,-1.870586303169648,negative
2018-07-04 10:02:35.160,589.7,604.9,587.79,603.5,1917940.0,"Multibaggers and football world cup winners have a similarity, they are inconsistent!","For the current bull phase, stocks which gave over 100 percent return include names like Bajaj Finance, Bajaj Finserv, Vedanta, Titan Company, and Maruti Suzuki.",neutral,neutral,2.340172969306419,positive,0.4962779156327543,neutral
2018-07-11 18:02:41.951,612.5,629.0,612.01,626.1,2239260.0,"MobiKwik introduces instant loan of Rs 5,000 on its app","MobiKwik, a digital financial services platform, has announced the launch of instant loans of Rs 5,000 on its app in partnership with Bajaj Finserv, a diversified NBFC. This credit disbursal product i",neutral,positive,2.2204081632653097,positive,0.5414503247114247,neutral
2018-07-13 13:00:37.410,629.79,634.8,624.8,633.2,1821460.0,"Bajaj Finance, Bajaj Finserv, Cholamandalam Investment to get astrological support: Satish Gupta","Bajaj Finance, Bajaj Finserv, Cholamandalam Investment and Shriram Transport Finance will get astrological support, says Satish Gupta of astrostocktips.",neutral,positive,0.5414503247114247,neutral,-1.1690363349131083,negative
2018-07-13 13:02:22.268,629.79,634.8,624.8,633.2,1821460.0,"D-Street Buzz: Nifty PSU bank underperforms with IDBI Bank down 6%; RIL hits new record high, Wipro gains 2%","Bajaj Finserv, Bajaj Finance, Britannia Industries, HDFC Bank, Hindustan Unilever, Kotak Mahindra Bank, Mphasis and Reliance Industries are some of the very few stocks that hit fresh 52-week high in the morning trade.",negative,neutral,0.5414503247114247,neutral,-1.1690363349131083,negative
2018-07-16 10:00:30.347,633.0,635.06,621.6,625.6,1314110.0,Stock market prediction for July 16-20: Satish Gupta,"According to Satish Gupta of astrostocktips, Bajaj Finance, Shriram Transport, Cholamandalam Investment, Bajaj Finserv and M&M Financial will get astrological support.",neutral,neutral,-1.1690363349131083,negative,2.0722891566265025,positive
2018-07-18 13:00:10.867,637.7,637.7,612.05,628.6,2938280.0,"D-street Buzz: Metal, auto, midcap underperform; PNB, IOB, Andhra Bank gain up to 13% on capital infusion","Bajaj Finserv, Berger Paints, HDFC Bank, Seamec and Nestle are some of the very few stocks that hit fresh 52-week high in the morning trade on the NSE.",positive,neutral,-1.427003293084526,negative,5.39800601360975,positive
2018-07-18 23:00:34.354,637.7,637.7,612.05,628.6,2938280.0,"Kotak Bank, Bajaj Finserv, ABB results","Thursday will see a host of most actively tracked companies declaring their results for the period ended June 2018. Among these are 21st Century, AB Money, ABB, Bajaj Finserv, Bajaj Finance, Bharat Im",neutral,neutral,-1.427003293084526,negative,5.39800601360975,positive
2018-07-19 18:01:41.730,631.9,678.2,620.0,666.01,9681880.0,"Bajaj Finserv beats Street estimate, posts 41% YoY jump in Q1 profit at Rs 825.77 crore",It had posted a net profit of Rs 584.53 crore in the corresponding quarter last year. ,positive,positive,5.39800601360975,positive,4.358316995928212,positive
2018-07-20 10:01:57.621,631.9,678.2,620.0,666.01,9681880.0,"Bajaj Finserv Q1 net profit up 41% to Rs 8.26 billion, revenue jumps","For the life insurance arm, new business premium in the quarter grew to Rs 7.2 billion, as against Rs 6.8 billion earlier",positive,positive,5.39800601360975,positive,4.358316995928212,positive
2018-07-20 13:00:11.708,631.9,678.2,620.0,666.01,9681880.0,Bajaj group financial firms hit record high,"Shares of non-banking financial firm Bajaj Finserv and unit Bajaj Finance Ltd climb 5.7 per cent and 6.7 per cent, respectively to all-time highs.Kotak Institutional Equities has raised the price targ",positive,positive,5.39800601360975,positive,4.358316995928212,positive
2018-07-20 18:00:14.500,631.9,678.2,620.0,666.01,9681880.0,"RIL, Bandhan Bank, Jubilant FoodWorks hit new high","Bajaj Finance, Bajaj Finserv, HEG and 3M India have hit their respective all-time highs on the BSE in intra-day trade on Friday.",positive,positive,5.39800601360975,positive,4.358316995928212,positive
2018-07-20 18:01:21.376,631.9,678.2,620.0,666.01,9681880.0,"We have grown strongly in SMEs, commercial and rural lending:  S Sreenivasan, Bajaj Finserv",“We expect to be probably the most profitable general insurer this year as well.”,positive,positive,5.39800601360975,positive,4.358316995928212,positive
2018-07-23 13:01:15.858,694.8,694.8,677.11,685.0,2779490.0,"Asian Paints, Havells India, Bata India, Bajaj Finance, HEG hit new high","Bajaj Finserv, Berger Paints, Graphite India, Relaxo Footwear and Procter & Gamble Hygiene & Healthcare from the S&P BSE 500 index hit record highs on Monday.",neutral,positive,-1.4104778353482952,negative,1.4014598540146015,positive
2018-07-24 13:02:17.287,685.0,708.0,683.54,694.6,4309540.0,"D-street Buzz: 120 stocks hits 52-week low; L&T Infotech up 5%, Vedanta gains 2%","Kotak Mahindra Bank, HUL, TCS, NTPC, Yes Bank, Cipla, Bajaj Finance and Bajaj Finserv are the top losers on the indices.",positive,negative,1.4014598540146015,positive,1.4513579537289871,positive
2018-07-24 18:00:28.004,685.0,708.0,683.54,694.6,4309540.0,Hold Bajaj Finserv; target of Rs 6839: Edelweiss,"Edelweiss recommended hold rating on Bajaj Finserv with a target price of Rs 6839 in its research report dated July 20, 2018.
",neutral,positive,1.4014598540146015,positive,1.4513579537289871,positive
2018-07-25 18:01:09.608,695.9,708.8,695.14,706.0,2618700.0,"D-Street Buzz: Hexaware down 9%, metal gains 1%; 87 stocks hit fresh 52-week low","Top gainers on the Nifty includes, Indiabulls Housing, Vedanta, Bajaj Finserv, Adani Ports and Yes Bank.",negative,neutral,1.4513579537289871,positive,-2.444143915701691,negative
2018-07-25 18:01:48.487,695.9,708.8,695.14,706.0,2618700.0,"Infosys, Indiabulls Ventures, Relaxo Footwears hit new high","Bajaj Finserv, NIIT Tech, VIP Ind, Asian Paints, Berger Paints, Exide Ind, Godrej Consumer and Whirlpool India were among 11 stocks from S&P BSE500 index hitting their respective new highs on the BSE.",positive,neutral,1.4513579537289871,positive,-2.444143915701691,negative
2018-07-26 13:01:01.476,709.86,710.0,689.35,692.51,1947970.0,"Private financials, IT, FMCG, Reliance lead Nifty 50 to record high","Bajaj Finance and Bajaj Finserv have rallied 58% and 43%, respectively, while Asian Paints and TCS were surged more than 20% since January 29, 2018.",positive,positive,-2.444143915701691,negative,-0.8041355542791532,neutral
2018-08-08 13:02:00.211,705.16,712.0,700.0,706.2,1108110.0,"Bajaj Finance, Bajaj Finserv, Shriram Transport to get astrological support: Satish Gupta","Bajaj Finance, Bajaj Finserv, Cholamandalam Investment and Shriram Transport will get astrological support, says Satish Gupta of astrostocktips.",neutral,positive,0.14748425889161,neutral,0.456685565625577,neutral
2018-08-16 13:00:10.584,712.5,716.9,707.5,709.3,1206010.0,"D-Street Buzz: PSU banks gain led by IDBI Bank; Axis Bank hits fresh 52-week high, realty stocks drag","Axis Bank, Bajaj Finserv, Bajaj Finance, Dabur India, Havells India, Infosys, Jubilant Foodworks, Sun Pharma and United Breweries are some of the stocks which have hit new 52-week high in the afternoon trade on NSE.",positive,neutral,-0.4491228070175502,neutral,-0.8135783419834416,neutral
2018-08-16 13:00:55.650,712.5,716.9,707.5,709.3,1206010.0,"GAIL, Infosys, Bajaj Finance, Bajaj Finserv from Nifty 50 hit new highs","AIA Engg, Astral Poly, Balkrishna Ind, Dabur, Exide Ind, Havells India, Infibeam Incorp, Jubilant FoodWorks, NIIT Tech, Pfizer, United Breweries and Varun Beverages from Nifty 500 index hit new highs",positive,positive,-0.4491228070175502,neutral,-0.8135783419834416,neutral
2018-09-07 10:02:43.626,660.0,663.93,650.5,659.2,1155390.0,"ET Awards 2018 for Business Leader of the Year: Sanjiv Bajaj, Managing Director, Bajaj Finserv"," Bajaj Allianz General Insurance is one of the most successful private players in the industry, and is the only general insurer that has been reporting an underwriting profit.",neutral,neutral,-0.1212121212121143,neutral,-3.723404255319149,negative
2018-09-10 18:01:17.717,635.11,647.92,625.2,636.2,3580980.0,"Sectorally, auto and banking stocks were the top losers with BSE auto index falling 248 points and BSE bankex losing 241 points. On Nifty, top losers were Bajaj Finance, Sun Pharma and Bajaj Finserv.","Sectorally, auto and banking stocks were the top losers with BSE auto index falling 248 points and BSE bankex losing 241 points. On Nifty, top losers were Bajaj Finance, Sun Pharma and Bajaj Finserv.",negative,negative,0.1716238131977188,neutral,0.990395213352222,positive
2018-09-21 18:01:40.540,636.2,644.5,536.6,627.5,6819110.0,DHFL stock cracks 42%; here's what MD Kapil Wadhawan has to say about it,"Other finance companies Bajaj Finance, Bajaj Finserv and Shriram Transport Finance Corporation are also under pressure.",neutral,neutral,-1.3674944985853577,negative,-3.871162141588425,negative
2018-10-10 13:02:20.120,568.5,577.5,555.1,559.2,3192350.0,"Top intraday trading ideas for afternoon trade for Wednesday, 10 October 2018","Bajaj Finserv is a 'Buy' call with a target price of Rs 6,000 and a stop loss of Rs 5,500.
",neutral,neutral,-1.6358839050131846,negative,1.3249100640519351,positive
2018-10-22 23:00:16.389,525.0,528.5,505.5,516.58,4561790.0,"MCX, HCL Tech, HDFC Life, ICICI Pru results","&nbsp;Over 40 companies, including A Infrastructure, Adani Ports, Aksh Optifibre, Aluflouride, Asian Hotels (North), Ambuja Cements, Bajaj Corp, Bajaj FinServ, Bajaj Finance, Bayer Corp, Choksi, GNA A",neutral,neutral,-1.603809523809516,negative,3.4615384615384617,positive
2018-10-23 18:00:20.893,520.0,544.85,495.5,538.0,11054890.0,Bajaj Finserv Q2 profit inches up to Rs 704 crore,"Consolidated total income jumped to Rs 9,698.39 crore in Q2FY19 over Rs 8,266.42 crore in Q2FY18.",positive,positive,3.4615384615384617,positive,1.6606906963578163,positive
2018-11-19 18:01:42.592,571.5,576.47,564.8,567.51,1222670.0,"Bajaj Finserv Consolidated September 2018 Net Sales at Rs 9,698.14 crore, Up 28.26% Y-o-Y.","Bajaj Finserv Consolidated September 2018 Net Sales at Rs 9,698.14 crore, Up 28.26% Y-o-Y.",neutral,neutral,-0.6981627296587942,neutral,3.128295254833032,positive
2018-11-22 23:00:05.771,587.0,592.62,570.0,572.02,1985660.0,"Sensex rejig: Wipro, Adani Ports to move out; HCL Tech, Bajaj Fin to enter","Bharti Infratel, Lupin and Hindustan Petroleum Corporation will be excluded from the Sensex 50 index and these firms will be replaced by Bajaj Finserv, Britannia Industries and JSW Steel",neutral,neutral,-2.5519591141396964,negative,0.1710236989982929,neutral
2018-11-29 13:00:51.099,601.97,610.0,596.0,601.1,3583070.0,"D-Street Buzz: Auto stocks gain led by M&M, Tata Motors; Bajaj Finserv up 3%, ICICI Bank most active","The breadth of the market favoured the declines with 821 stocks advancing and 823 declining while 418 remained unchanged. On the BSE, 1137 stocks advanced, 1152 declined and 121 remained unchanged.",positive,positive,-0.1445254746914305,neutral,-0.5016501650164956,neutral
2018-11-29 13:02:17.791,601.97,610.0,596.0,601.1,3583070.0,Paytm owner One97's valuation tops Rs 1 lakh crore after Warren Buffett deal,"The unlisted company's value has surpassed the market capitalisation of listed bigwigs such as Mahindra & Mahindra, Induslnd Bank, Titan, Bajaj Finserv, Godrej Consumer and HDFC Standard Life Insurance.

",positive,positive,-0.1445254746914305,neutral,-0.5016501650164956,neutral
2018-12-04 18:01:12.896,607.0,607.0,583.88,591.7,1595350.0,Consumer demand has been healthy through festive season: Bajaj Finserv,Managing Director Sanjiv Bajaj said the company will continue growing at a similar rate in the second half of FY19 and FY20,positive,positive,-2.520593080724869,negative,-4.422229752626232,negative
2018-12-13 18:00:31.190,617.99,620.82,610.13,615.31,1684930.0,Bajaj Finserv hits 2-1/2 month high,"Bajaj Finserv Ltd&#39;s shares gained as much as 2.49 per cent to Rs 6,138.35, highest since September 27.The stock has broken above a resistance at Rs 6,077.5, the 50 per cent Fibonacci retracement l",positive,positive,-0.4336639751452391,neutral,-1.381376518218619,negative
2018-12-19 13:00:08.873,633.01,642.1,630.21,640.5,1875290.0,Financials gain amid easing liquidity; Nifty PSU Bank index rises 2%,"SBI, PNB, Bank of Baroda, Bajaj Finance, Indiabulls Housing, Manappuram Finance, DHFL, Bajaj Finserv and M&M Financial were up in the range of 2% to 5%.",positive,positive,1.1832356518854377,positive,-1.4130603381417737,negative
2018-12-26 18:02:00.687,650.0,655.0,635.0,638.1,2976660.0,"D-Street Buzz: Infra stocks advance with Siemens up 4%; HDFC gains, Jubilant Food most active","The top gainers from NSE include Zee Entertainment, Bajaj Finserv, UPL, Adani Ports and UltraTech Cement while the top losers included TCS, YES Bank, Sun Pharma, IndusInd Bank and Infosys.",positive,neutral,-1.8307692307692272,negative,1.5255292652553032,positive
2019-01-06 23:01:21.360,645.05,650.0,638.5,641.6,1027900.0,Aster DM inks pact with Bajaj Finserv,Aster DM Healthcare Ltd has announced its partnership with Bajaj Finserv for Aster Easy Care — an initiative designed to allow patients to access emergency and elective medical care. Aster Easy Care i,neutral,positive,-0.5348422602898895,neutral,0.1866251944012512,neutral
2019-01-21 13:02:10.800,637.7,644.7,635.0,642.98,1737170.0,"D-Street Buzz: Pharma, IT stocks gain led by Sun Pharma, Infosys; RIL extends gains, autos drag","The top gainers from NSE included Sun Pharma, Reliance Industries, Infosys, Bajaj Finserv and HDFC Bank while the top losers included Bajaj Auto, Hero MotoCorp, Indian Oil Corporation, Bharti Infratel and BPCL.",positive,neutral,0.8279755370863999,neutral,1.1695542629630753,positive
2019-01-28 23:00:26.693,601.5,629.5,595.1,629.5,5788720.0,"BoB, Axis Bank, OBC, HDFC, HCL Tech results","Over 50 firms, including Apar Ind, Axis Bank, Bajaj Finserv, Bajaj Finance, BoB, Bharat Financial, Bliss GVS, Cera Sanitaryware, CG Consumer, DCM Shriram, Emico Elecon, Eris Life, Godrej Consumer, Gra",neutral,neutral,4.655029093931837,positive,-1.196187450357422,negative
