symbol,ffmc
DELHIVERY,128436927552.71
FLUOROCHEM,127777080600.0
INDUSTOWER,127740011430.0
GLAND,125621450710.56
POONAWALLA,125142857193.2
SYNGENE,123997506600.0
UBL,122689806049.28
L&TFH,120411220737.99
ABCAPITAL,115950930978.46
PEL,115261464648.0
OIL,114817364143.32
INDIANB,112812058370.62
BIOCON,111588566400.0
IDEA,109042503819.2
PATANJALI,107405320864.51
BATAINDIA,106044860065.5
ESCORTS,103691568122.4
RVNL,102964547598.3
MSUMI,102313279762.34
BANKINDIA,97745779083.02
LALPATHLAB,90671973285.36
GUJGASLTD,77314815914.06
ABFRL,77137174170.63
DEVYANI,71290376867.36
BDL,63506953125.0
MAZDOCK,62952995475.0
MANKIND,61850855136.0
AWL,57565364772.66
SUNTV,57330445306.05
FACT,51895172314.8
